arxiv_id,20<>21,21<>22,22<>23,20<>23
2306.01933,False,True,True,False
2306.00475,True,True,True,True
2306.16346,False,True,True,False
2306.00678,False,True,True,False
2306.00248,False,True,False,False
2306.00613,False,True,True,False
2306.00045,False,True,True,False
2306.00277,True,True,True,True
2306.00089,False,True,True,False
2306.01967,False,True,True,False
2306.02188,False,True,True,False
2306.00279,False,False,True,True
2306.00883,False,True,True,False
2306.01358,False,True,True,False
2306.00428,False,True,True,False
2306.04271,False,True,False,False
2306.00073,True,True,True,True
2306.13656,True,True,True,True
2306.00417,True,True,True,True
2306.00474,True,True,True,True
2306.00010,False,True,True,False
2306.00222,False,True,True,False
2306.05750,False,True,True,False
2306.00679,False,True,True,False
2306.01935,True,True,True,True
2306.00225,True,True,True,True
2306.01793,False,True,True,False
2306.00641,False,True,False,False
2306.00028,True,True,True,True
2306.00213,True,True,True,True
2306.00822,True,True,True,True
2306.00026,False,True,True,False
2306.00214,True,True,True,True
2306.00442,False,True,True,False
2306.00019,False,True,True,False
2306.01903,False,True,True,False
2306.00489,True,True,True,True
2306.00429,False,True,True,False
2306.02984,False,True,True,False
2306.00072,False,True,True,False
2306.01508,False,True,True,False
2306.00882,True,True,True,True
2306.00278,True,True,True,True
2306.00081,True,True,True,True
2306.00075,False,False,True,True
2306.16589,False,False,False,False
2306.00285,True,True,False,False
2306.00043,True,True,True,True
2306.00615,True,True,True,True
2306.00249,False,True,True,False
2306.00420,False,True,True,False
2306.02145,False,True,True,False
2306.00282,False,False,True,False
2306.00599,False,False,True,False
2306.00109,True,True,True,True
2306.09084,True,True,True,True
2306.00767,False,True,True,False
2306.00131,False,True,False,False
2306.01017,False,True,False,False
2306.02692,False,True,False,False
2306.06000,False,True,True,False
2306.01028,False,False,True,False
2306.00107,False,True,True,False
2306.00563,True,True,True,True
2306.00138,False,True,True,False
2306.04598,True,True,True,True
2306.00590,True,True,True,True
2306.01825,True,True,True,True
2306.00903,False,True,True,False
2306.00359,False,True,True,False
2306.00702,False,True,True,False
2306.00154,False,True,True,False
2306.00537,False,True,False,False
2306.03941,True,True,True,True
2306.05241,False,False,True,False
2306.00733,True,True,True,True
2306.00165,False,True,False,False
2306.00350,False,True,True,False
2306.00506,False,True,True,False
2306.00101,True,True,True,True
2306.12602,False,True,True,False
2306.00334,True,True,True,True
2306.14506,True,True,True,True
2306.00562,False,True,True,False
2306.00750,False,True,True,False
2306.07778,False,True,True,False
2306.00139,False,True,True,False
2306.00554,True,False,False,False
2306.00130,True,True,True,True
2306.02667,False,False,True,True
2306.00994,False,False,True,False
2306.00163,False,False,True,True
2306.02062,True,True,True,True
2306.02096,False,False,True,True
2306.00190,False,False,True,False
2306.01284,False,True,True,False
2306.10905,True,True,True,True
2306.00394,False,True,False,False
2306.00358,False,True,True,False
2306.00531,False,True,True,False
2306.00367,False,True,True,False
2306.00155,False,True,True,False
2306.01073,True,True,True,True
2306.01625,False,False,True,False
2306.00581,False,True,True,False
2306.01661,True,True,True,True
2306.00575,False,True,True,False
2306.05803,False,False,True,False
2306.00116,False,True,True,False
2306.00120,False,True,True,False
2306.00782,False,True,True,False
2306.04587,False,True,True,False
2306.00187,False,True,True,False
2306.01294,True,True,True,True
2306.00510,True,True,False,False
2306.03395,False,False,False,False
2306.00142,False,True,True,False
2306.06241,False,True,True,False
2306.01632,True,True,True,True
2306.01063,True,True,True,True
2306.00145,True,True,True,True
2306.01803,False,False,True,False
2306.03768,True,True,True,True
2306.00126,False,True,True,False
2306.00922,True,True,True,True
2306.01235,True,False,False,True
2306.10949,False,True,True,False
2306.00313,False,True,True,False
2306.08345,False,False,False,False
2306.00128,False,False,True,False
2306.03766,True,True,True,True
2306.00573,False,False,True,False
2306.00741,True,True,True,True
2306.00110,False,False,True,False
2306.00322,False,False,True,True
2306.00746,True,False,False,True
2306.00574,False,False,True,True
2306.01660,False,True,True,False
2306.00580,False,True,True,False
2306.00712,False,True,True,False
2306.00382,False,False,True,False
2306.03960,True,True,True,True
2306.00371,False,True,True,False
2306.00181,False,True,True,False
2306.00511,True,True,True,True
2306.00378,False,True,False,False
2306.00516,False,True,True,False
2306.00340,False,False,True,False
2306.00490,False,False,False,False
2306.04202,False,True,True,False
2306.00464,False,False,True,False
2306.00038,False,True,True,False
2306.13848,False,False,True,False
2306.00007,False,True,True,False
2306.00235,True,True,True,True
2306.00031,False,False,False,False
2306.00203,True,False,True,False
2306.02792,False,True,True,False
2306.00009,False,True,False,False
2306.00036,False,True,True,False
2306.00096,False,False,True,False
2306.00062,False,True,False,False
2306.00250,False,False,True,False
2306.05379,False,True,True,False
2306.00257,False,True,True,False
2306.00091,False,True,True,False
2306.00268,True,True,True,True
2306.00053,False,True,True,False
2306.01949,False,True,True,False
2306.02394,True,True,True,True
2306.01511,False,True,True,False
2306.00408,True,True,True,True
2306.01378,False,True,True,False
2306.00054,True,True,True,True
2306.00266,False,True,True,False
2306.00008,False,True,True,False
2306.00661,True,True,True,True
2306.02136,False,True,True,False
2306.00453,False,True,True,False
2306.00205,False,True,True,False
2306.01740,False,True,True,False
2306.00030,False,False,False,False
2306.02303,False,True,True,False
2306.00454,False,True,True,False
2306.03822,False,True,True,False
2306.00039,True,True,True,True
2306.01544,False,True,True,False
2306.00234,True,True,True,True
2306.00006,False,True,True,False
2306.00001,False,True,False,False
2306.01127,False,True,True,False
2306.03442,False,True,True,False
2306.00055,False,False,False,False
2306.00431,False,False,True,False
2306.00293,False,False,True,False
2306.03416,False,True,True,False
2306.01510,False,True,True,False
2306.00436,False,True,True,False
2306.00052,True,True,False,False
2306.00260,True,True,True,True
2306.04430,False,False,True,False
2306.00064,False,True,False,False
2306.00269,True,True,False,False
2306.00063,False,True,True,False
2306.01713,False,True,True,False
2306.03059,False,True,True,False
2306.00041,True,True,True,True
2306.05701,False,True,True,False
2306.00425,False,True,True,False
2306.00287,False,True,False,False
2306.00845,False,True,False,False
2306.00422,False,False,False,False
2306.00274,False,True,True,False
2306.06728,True,False,True,False
2306.02185,False,False,True,False
2306.00084,False,True,False,False
2306.13655,True,True,True,True
2306.00070,False,True,True,False
2306.00048,False,True,True,False
2306.00880,False,False,False,False
2306.00621,False,True,True,False
2306.00675,True,True,True,True
2306.00681,False,True,True,False
2306.00478,True,True,True,True
2306.01308,False,True,True,False
2306.10048,False,False,False,False
2306.00818,False,True,False,False
2306.02773,False,False,True,False
2306.00216,False,True,True,False
2306.01592,True,True,True,True
2306.00229,False,False,True,False
2306.00471,False,True,True,False
2306.01791,False,True,True,False
2306.01133,True,True,True,True
2306.00218,True,True,True,True
2306.08486,False,False,True,False
2306.00049,False,True,False,False
2306.02148,False,True,True,False
2306.00082,False,True,True,False
2306.01534,True,True,True,True
2306.00244,False,True,True,False
2306.00076,False,True,False,False
2306.00886,False,False,True,False
2306.03855,False,False,False,False
2306.00415,False,True,False,False
2306.00085,False,True,True,False
2306.00844,False,True,True,False
2306.00078,False,True,True,False
2306.00047,False,True,True,False
2306.00275,False,True,True,False
2306.01353,True,True,True,True
2306.01965,False,True,True,False
2306.00286,False,False,True,False
2306.01192,False,True,True,False
2306.00484,False,True,True,False
2306.00226,False,True,True,False
2306.01569,False,True,True,False
2306.05939,False,True,True,False
2306.01797,False,True,True,False
2306.00221,False,True,True,False
2306.03696,False,False,True,False
2306.00013,False,True,True,False
2306.00025,False,False,True,False
2306.00819,False,True,False,False
2306.08248,False,True,True,False
2306.00441,True,True,True,True
2306.16386,False,True,True,False
2306.08421,False,False,True,False
2306.03237,False,True,False,False
2306.00022,False,True,False,False
2306.00210,False,True,True,False
2306.00479,False,True,False,False
2306.01799,False,False,True,False
2306.00706,True,True,True,True
2306.17583,False,True,True,False
2306.03987,False,True,True,False
2306.07988,False,True,True,False
2306.00533,True,True,True,True
2306.00365,False,True,False,False
2306.01085,True,True,True,True
2306.00161,True,False,True,False
2306.00159,True,True,True,True
2306.01629,True,True,True,True
2306.00991,True,True,True,True
2306.00166,True,True,True,True
2306.17541,True,True,True,True
2306.02033,False,True,True,False
2306.00569,False,True,False,False
2306.00135,True,True,True,True
2306.08367,False,False,True,False
2306.01441,False,True,True,False
2306.12056,False,False,True,False
2306.11627,True,True,True,True
2306.00103,False,True,True,False
2306.00331,False,True,True,False
2306.00900,False,True,False,False
2306.00558,True,False,True,False
2306.00104,True,True,True,True
2306.01842,False,True,True,False
2306.00158,False,True,True,False
2306.00193,False,True,True,False
2306.12200,True,True,True,True
2306.00167,False,True,False,False
2306.00160,False,True,True,False
2306.00194,False,True,True,False
2306.00156,True,True,True,True
2306.00397,False,True,True,False
2306.02434,False,False,True,True
2306.00363,False,True,True,False
2306.00337,False,True,True,False
2306.00308,False,True,True,False
2306.04132,True,True,True,True
2306.00762,False,True,True,False
2306.15076,False,True,False,False
2306.06698,False,False,True,False
2306.10503,False,False,True,True
2306.05217,False,False,True,False
2306.00557,True,True,True,True
2306.00133,False,True,True,False
